,ID,UTTERANCE,RELATIONS,primary_relation,split
105,105,cast hitch,movie.starring.actor,movie.starring.actor,train
2852,2852,search by director,movie_other,movie_other,train
2748,2748,how much did dark night make at the box office,movie.gross_revenue,movie.gross_revenue,train
2320,2320,revenue for transformers,movie.gross_revenue,movie.gross_revenue,train
501,501,find the director for pretty woman,movie.directed_by,movie.directed_by,train
3180,3180,what is the best french movie of all time,movie.country movie.star_rating,movie.country,train
227,227,budget for the hulk,movie.estimated_budget,movie.estimated_budget,train
2131,2131,producer of avatar,movie.produced_by,movie.produced_by,train
2359,2359,what was the budget for hotel translyvania,movie.estimated_budget,movie.estimated_budget,train
2653,2653,list some sports movies,movie.subjects,movie.subjects,train
3333,3333,how many oscars has meryl streep won,person.award award.ceremony,person.award,train
2577,2577,show all movies made in twenty eleven with g rating,movie.rating movie.initial_release_date,movie.rating,train
907,907,are there any movies made in spain,movie.country,movie.country,train
1643,1643,show me zombie movies,movie.subjects,movie.subjects,train
2143,2143,get info on lionsgate,NO_REL,NO_REL,train
2465,2465,can you show me names of some movies on religious issues,movie.subjects,movie.subjects,train
1139,1139,can i have a list of bruce lee produced movies,movie.produced_by,movie.produced_by,train
1999,1999,i want to know about clint eastwood,NO_REL,NO_REL,train
1905,1905,show me the movie vulgaria,NO_REL,NO_REL,train
318,318,what country produced the movie mirror,movie.country,movie.country,train
1166,1166,show me elvis movies,movie.starring.actor,movie.starring.actor,train
1722,1722,give me details about the movie in july,NO_REL,NO_REL,train
1797,1797,display overview of the movie house at the end of the street,NO_REL,NO_REL,train
555,555,who made et,movie.directed_by,movie.directed_by,train
1668,1668,find action movies,movie.genre,movie.genre,train
1852,1852,pg movies list please,movie.rating,movie.rating,train
3296,3296,reviews for life is beautiful,movie.review,movie.review,train
185,185,how much was the total budget for the titanic,movie.estimated_budget,movie.estimated_budget,train
81,81,who was the male star of titanic,movie.starring.actor actor.gender,movie.starring.actor,train
1916,1916,what was the highest making movie,movie.gross_revenue gr.amount,movie.gross_revenue,train
1619,1619,send me movies that are in spanish,movie.language,movie.language,train
1028,1028,find the movie dirty dancing,NO_REL,NO_REL,train
164,164,how old is kristen stewart,person.date_of_birth,person.date_of_birth,train
1192,1192,list of g movies,movie.rating,movie.rating,train
3322,3322,where can i see the campaign,movie.showing,movie.showing,train
647,647,what genre is network in,movie.genre,movie.genre,train
1252,1252,find movies produced by brian glazer,movie.produced_by,movie.produced_by,train
1356,1356,show me tom hanks movies,movie.starring.actor,movie.starring.actor,train
879,879,are there any canadian movies,movie.country,movie.country,train
1031,1031,i want to see infomation on the movie dirty dancing,NO_REL,NO_REL,train
351,351,what year did spielberg start directing movies,movie.directed_by movie.initial_release_date,movie.directed_by,train
3146,3146,what is the name of the red ranger guy in power rangers,movie.starring.actor movie.starring.character,movie.starring.actor,train
1975,1975,find actors,NO_REL,NO_REL,train
118,118,who was the star in hitch,movie.starring.actor,movie.starring.actor,train
2424,2424,who directed daddy daycare,movie.directed_by,movie.directed_by,train
1191,1191,i want to take my kids to a g movie,movie.rating,movie.rating,train
757,757,will ferrell films,movie.starring.actor,movie.starring.actor,train
1991,1991,give me information about elizabeth mcgovern,NO_REL,NO_REL,train
2011,2011,look for information about tom cruise,NO_REL,NO_REL,train
1354,1354,list tom hanks movies for me,movie.starring.actor,movie.starring.actor,train
967,967,movies about time travel,movie.subjects,movie.subjects,train
869,869,get me canadian movies,movie.country,movie.country,train
2347,2347,who was the antogonist in apollo thirteen,movie.starring.actor movie.starring.character,movie.starring.actor,train
1539,1539,show back to the future movies,NO_REL,NO_REL,train
3234,3234,i would like to know the names of some award winning movies by indian actor dilip kumar,movie.starring.actor movie.award actor.nationality,movie.starring.actor,train
1741,1741,show movies with angelina jolie,movie.starring.actor,movie.starring.actor,train
2013,2013,all about will farrell please,NO_REL,NO_REL,train
1478,1478,show lionsgate director movies,movie.production_companies,movie.production_companies,train
2708,2708,search for information about american movies,movie.country,movie.country,train
1596,1596,show me a list of movies with r rating,movie.rating,movie.rating,train
3122,3122,tyler p new projects,other,other,train
1379,1379,please look up movies produced by albert ruddy,movie.produced_by,movie.produced_by,train
3265,3265,show me some pictures of will ferrell,person.picture,person.picture,train
2236,2236,i need to know the rating of the movie avatar,movie.rating,movie.rating,train
2943,2943,zombies,other,other,train
853,853,show me funny movies,movie.genre,movie.genre,train
2825,2825,how much revenue did lord of the rings get,movie.gross_revenue,movie.gross_revenue,train
1059,1059,what's the synopsis of life is beatiful,NO_REL,NO_REL,train
2065,2065,steven spielberg bio,NO_REL,NO_REL,train
1153,1153,i want to watch a drama made in china,movie.country movie.genre,movie.country,train
2884,2884,is tom cruise married,movie_other,movie_other,train
2342,2342,actress from reba who played kyra,movie.starring.actor movie.starring.character,movie.starring.actor,train
2972,2972,find map of canada,other,other,train
625,625,i am interested in the genre for 1000 words,movie.genre,movie.genre,train
2924,2924,bing star wars four,movie_other,movie_other,train
3069,3069,what types of movies are there,movie_other,movie_other,train
691,691,look up what language the chaser is in,movie.language,movie.language,train
1863,1863,movies with pg rating,movie.rating,movie.rating,train
2791,2791,how much did looper gross,movie.gross_revenue,movie.gross_revenue,train
399,399,frankenstein release,movie.initial_release_date,movie.initial_release_date,train
268,268,how many movies did scorsese direct,movie.directed_by,movie.directed_by,train
1492,1492,show me all movies by charles vidor,movie.directed_by,movie.directed_by,train
1845,1845,find a pg rated movie,movie.rating,movie.rating,train
1140,1140,can you give me a list of movies produced by bruce lee,movie.produced_by,movie.produced_by,train
2981,2981,how do people live in japan,other,other,train
3124,3124,how many shaft movies are there,NO_REL,NO_REL,train
1,1,show credits for the godfather,movie.starring.actor,movie.starring.actor,train
1717,1717,exhibit details of in july movie,NO_REL,NO_REL,train
2300,2300,what was the gross earnings for the avengers movie,movie.gross_revenue,movie.gross_revenue,train
2848,2848,search by actor,movie_other,movie_other,train
3047,3047,what are the names of some famous producers in hollywood,movie_other,movie_other,train
710,710,can you tell me the language of the movie aankhen,movie.language,movie.language,train
988,988,movie made in mandarin,movie.language,movie.language,train
2308,2308,total titanic revenues,movie.gross_revenue,movie.gross_revenue,train
3084,3084,find highlighted info,other,other,train
1734,1734,what movies has jack black been in,movie.starring.actor,movie.starring.actor,train
3087,3087,grayscale,other,other,train
683,683,i need to know what is the language of the movie hero,movie.language,movie.language,train
1786,1786,house at the end of the street movie info,NO_REL,NO_REL,train
3204,3204,what are some good american movies,movie.country movie.star_rating,movie.country,train
1761,1761,karan johar's movies,movie.directed_by,movie.directed_by,train
841,841,show me a list of movies made in america,movie.country,movie.country,train
3292,3292,reviews for in july,movie.review,movie.review,train
1591,1591,compile a list of movies with a r rating,movie.rating,movie.rating,train
824,824,i don't want any g rated movies,movie.rating,movie.rating,val
2594,2594,i would like to know in detail about the film career of indian actor dilip kumar,movie.starring.actor actor.nationality,movie.starring.actor,val
1404,1404,what movies have robert deniro produced,movie.produced_by,movie.produced_by,val
1923,1923,any new movies with eddie murphy,movie.starring.actor movie.initial_release_date,movie.starring.actor,val
646,646,what is the genre for the patriot,movie.genre,movie.genre,val
11,11,who plays in the movie the campaign,movie.starring.actor,movie.starring.actor,val
1001,1001,find movies from india,movie.country,movie.country,val
1990,1990,see bill paxton,NO_REL,NO_REL,val
3059,3059,what does the flag of norway look like,other,other,val
2382,2382,i am trying to discover how much budget costs were for cabin in the woods,movie.estimated_budget,movie.estimated_budget,val
1837,1837,tell me about the movie the campaign in detail,NO_REL,NO_REL,val
